sep=|
ESTADO|DISTRITO|PARTIDO_CI|CANDIDATURA_PROPIETARIA|CANDIDATURA_SUPLENTE
24|3|PAN|OSCAR BAUTISTA VILLEGAS|CARLOS ENRIQUE DAHUD URESTI
24|3|PRI|OSCAR BAUTISTA VILLEGAS|CARLOS ENRIQUE DAHUD URESTI
24|3|PRD|OSCAR BAUTISTA VILLEGAS|CARLOS ENRIQUE DAHUD URESTI
24|3|PVEM|KEVIN ANGELO AGUILAR PIÑA|JESUS ARMANDO ALMENDAREZ LOREDO
24|3|PT|KEVIN ANGELO AGUILAR PIÑA|JESUS ARMANDO ALMENDAREZ LOREDO
24|3|MOVIMIENTO CIUDADANO|LUCILA NAVA PIÑA|MIRIAM SIGALA REYES
24|3|MORENA|KEVIN ANGELO AGUILAR PIÑA|JESUS ARMANDO ALMENDAREZ LOREDO
24|3|PES|MARIA ISABEL ARRIAGA NARVAEZ|AZUCENA GARCIA PEREZ
24|3|RSP|LUZ MARIA MENDEZ RUIZ|DIANA ZUÑIGA HERREJON
24|3|FS X MÉXICO|LORENA DIAZ MARTINEZ|ROSA ISELA HERNANDEZ PEREZ
24|3|PAN_PRI_PRD|OSCAR BAUTISTA VILLEGAS|CARLOS ENRIQUE DAHUD URESTI
24|3|PAN_PRI|OSCAR BAUTISTA VILLEGAS|CARLOS ENRIQUE DAHUD URESTI
24|3|PAN_PRD|OSCAR BAUTISTA VILLEGAS|CARLOS ENRIQUE DAHUD URESTI
24|3|PRI_PRD|OSCAR BAUTISTA VILLEGAS|CARLOS ENRIQUE DAHUD URESTI
24|3|PVEM_PT_MORENA|KEVIN ANGELO AGUILAR PIÑA|JESUS ARMANDO ALMENDAREZ LOREDO
24|3|PVEM_PT|KEVIN ANGELO AGUILAR PIÑA|JESUS ARMANDO ALMENDAREZ LOREDO
24|3|PVEM_MORENA|KEVIN ANGELO AGUILAR PIÑA|JESUS ARMANDO ALMENDAREZ LOREDO
24|3|PT_MORENA|KEVIN ANGELO AGUILAR PIÑA|JESUS ARMANDO ALMENDAREZ LOREDO
24|4|PAN|XITLALIC SANCHEZ SERVIN|ELIZABETH GONZALEZ BUCIO
24|4|PRI|XITLALIC SANCHEZ SERVIN|ELIZABETH GONZALEZ BUCIO
24|4|PRD|XITLALIC SANCHEZ SERVIN|ELIZABETH GONZALEZ BUCIO
24|4|PVEM|ANTOLIN GUERRERO MARQUEZ|ALEJANDRO NAPOLES ELIZARRARAZ
24|4|PT|ANTOLIN GUERRERO MARQUEZ|ALEJANDRO NAPOLES ELIZARRARAZ
24|4|MOVIMIENTO CIUDADANO|SILVIA JANETH VAZQUEZ NAVARRO|YESICA MARISELA VAZQUEZ NAVARRO
24|4|MORENA|ANTOLIN GUERRERO MARQUEZ|ALEJANDRO NAPOLES ELIZARRARAZ
24|4|PES|ROBERTO AZUARA CABELLO|PEDRO GARDEA JAUREGUI
24|4|RSP|FELIPE MONTALVO PAULIN|DEMIS IVAN PEREZ GARCIA
24|4|FS X MÉXICO|LUIS FERNANDO GONZALEZ CASTAÑEDA|ELVIRA HERNANDEZ GUILLEN
24|4|PAN_PRI_PRD|XITLALIC SANCHEZ SERVIN|ELIZABETH GONZALEZ BUCIO
24|4|PAN_PRI|XITLALIC SANCHEZ SERVIN|ELIZABETH GONZALEZ BUCIO
24|4|PAN_PRD|XITLALIC SANCHEZ SERVIN|ELIZABETH GONZALEZ BUCIO
24|4|PRI_PRD|XITLALIC SANCHEZ SERVIN|ELIZABETH GONZALEZ BUCIO
24|4|PVEM_PT_MORENA|ANTOLIN GUERRERO MARQUEZ|ALEJANDRO NAPOLES ELIZARRARAZ
24|4|PVEM_PT|ANTOLIN GUERRERO MARQUEZ|ALEJANDRO NAPOLES ELIZARRARAZ
24|4|PVEM_MORENA|ANTOLIN GUERRERO MARQUEZ|ALEJANDRO NAPOLES ELIZARRARAZ
24|4|PT_MORENA|ANTOLIN GUERRERO MARQUEZ|ALEJANDRO NAPOLES ELIZARRARAZ
24|5|PAN|JOSE ANTONIO ZAPATA MERAZ|MOISES RODRIGUEZ TOBIAS
24|5|PRI|JOSE ANTONIO ZAPATA MERAZ|MOISES RODRIGUEZ TOBIAS
24|5|PRD|JOSE ANTONIO ZAPATA MERAZ|MOISES RODRIGUEZ TOBIAS
24|5|PVEM|MARCELA GONZALEZ HERRERA|DULCELINA SANCHEZ DE LIRA
24|5|PT|MARCELA GONZALEZ HERRERA|DULCELINA SANCHEZ DE LIRA
24|5|MOVIMIENTO CIUDADANO|IRMA CELIS MONTENBRUCK|MARIA JOSE RODRIGUEZ GRANADOS
24|5|MORENA|MARCELA GONZALEZ HERRERA|DULCELINA SANCHEZ DE LIRA
24|5|PES|FABIOLA DEL CARMEN ZUÑIGA AGUILERA|SANDRA GABRIELA HERNANDEZ JUAREZ
24|5|RSP|SIN CANDIDATURA|LUIS CHRISTIAN VILLALOBOS MENDEZ
24|5|FS X MÉXICO|ELIZABETH RODRIGUEZ ROBLEDO|MARIA IVETTE YADIRA VALADEZ GUILLEN
24|5|PAN_PRI_PRD|JOSE ANTONIO ZAPATA MERAZ|MOISES RODRIGUEZ TOBIAS
24|5|PAN_PRI|JOSE ANTONIO ZAPATA MERAZ|MOISES RODRIGUEZ TOBIAS
24|5|PAN_PRD|JOSE ANTONIO ZAPATA MERAZ|MOISES RODRIGUEZ TOBIAS
24|5|PRI_PRD|JOSE ANTONIO ZAPATA MERAZ|MOISES RODRIGUEZ TOBIAS
24|5|PVEM_PT_MORENA|MARCELA GONZALEZ HERRERA|DULCELINA SANCHEZ DE LIRA
24|5|PVEM_PT|MARCELA GONZALEZ HERRERA|DULCELINA SANCHEZ DE LIRA
24|5|PVEM_MORENA|MARCELA GONZALEZ HERRERA|DULCELINA SANCHEZ DE LIRA
24|5|PT_MORENA|MARCELA GONZALEZ HERRERA|DULCELINA SANCHEZ DE LIRA
24|6|PAN|DULCE KARINA BENAVIDES AVILA|FABIOLA MONSERRAT SEGURA GUTIERREZ
24|6|PRI|DULCE KARINA BENAVIDES AVILA|FABIOLA MONSERRAT SEGURA GUTIERREZ
24|6|PRD|DULCE KARINA BENAVIDES AVILA|FABIOLA MONSERRAT SEGURA GUTIERREZ
24|6|PVEM|GILBERTO HERNANDEZ VILLAFUERTE|DANIEL GUILLEN SANCHEZ
24|6|PT|GILBERTO HERNANDEZ VILLAFUERTE|DANIEL GUILLEN SANCHEZ
24|6|MOVIMIENTO CIUDADANO|VICTOR HUGO ROMO LOPEZ|DANIEL ALBERTO RAMOS GUARDIOLA
24|6|MORENA|GILBERTO HERNANDEZ VILLAFUERTE|DANIEL GUILLEN SANCHEZ
24|6|PES|GABRIEL GONZALEZ OROCIO|FRANCISCO JAVIER CEPEDA TREJO
24|6|RSP|DANIEL ARCE VENEGAS|ANDRES AGUILAR RODRIGUEZ
24|6|FS X MÉXICO|YESSICA LORENA GAMBOA BRIANO|ALEJANDRA RAMIREZ VILLELA
24|6|PAN_PRI_PRD|DULCE KARINA BENAVIDES AVILA|FABIOLA MONSERRAT SEGURA GUTIERREZ
24|6|PAN_PRI|DULCE KARINA BENAVIDES AVILA|FABIOLA MONSERRAT SEGURA GUTIERREZ
24|6|PAN_PRD|DULCE KARINA BENAVIDES AVILA|FABIOLA MONSERRAT SEGURA GUTIERREZ
24|6|PRI_PRD|DULCE KARINA BENAVIDES AVILA|FABIOLA MONSERRAT SEGURA GUTIERREZ
24|6|PVEM_PT_MORENA|GILBERTO HERNANDEZ VILLAFUERTE|DANIEL GUILLEN SANCHEZ
24|6|PVEM_PT|GILBERTO HERNANDEZ VILLAFUERTE|DANIEL GUILLEN SANCHEZ
24|6|PVEM_MORENA|GILBERTO HERNANDEZ VILLAFUERTE|DANIEL GUILLEN SANCHEZ
24|6|PT_MORENA|GILBERTO HERNANDEZ VILLAFUERTE|DANIEL GUILLEN SANCHEZ
24|7|PAN|MARCELINO RIVERA HERNANDEZ|NUBIA IRIS CASTILLO MEDINA
24|7|PRI|MARCELINO RIVERA HERNANDEZ|NUBIA IRIS CASTILLO MEDINA
24|7|PRD|MARCELINO RIVERA HERNANDEZ|NUBIA IRIS CASTILLO MEDINA
24|7|PVEM|CHRISTIAN JOAQUIN SANCHEZ SANCHEZ|ROBERTO HUAZO NAVARRO
24|7|PT|CHRISTIAN JOAQUIN SANCHEZ SANCHEZ|ROBERTO HUAZO NAVARRO
24|7|MOVIMIENTO CIUDADANO|MARIA GUADALUPE CERVANTES OLGUIN|DIANA PAOLA RODRIGUEZ CARLOCK
24|7|MORENA|CHRISTIAN JOAQUIN SANCHEZ SANCHEZ|ROBERTO HUAZO NAVARRO
24|7|PES|J JESUS LEDEZMA PEREZ|J JESUS LEDEZMA RAMOS
24|7|RSP|ANABEL ESPINOZA GONZALEZ|ANDREA GONZALEZ MARTINEZ
24|7|FS X MÉXICO|DOLORES GARCIA NIEVES|MARIA DOLORES OBISPO MORALES
24|7|PAN_PRI_PRD|MARCELINO RIVERA HERNANDEZ|NUBIA IRIS CASTILLO MEDINA
24|7|PAN_PRI|MARCELINO RIVERA HERNANDEZ|NUBIA IRIS CASTILLO MEDINA
24|7|PAN_PRD|MARCELINO RIVERA HERNANDEZ|NUBIA IRIS CASTILLO MEDINA
24|7|PRI_PRD|MARCELINO RIVERA HERNANDEZ|NUBIA IRIS CASTILLO MEDINA
24|7|PVEM_PT_MORENA|CHRISTIAN JOAQUIN SANCHEZ SANCHEZ|ROBERTO HUAZO NAVARRO
24|7|PVEM_PT|CHRISTIAN JOAQUIN SANCHEZ SANCHEZ|ROBERTO HUAZO NAVARRO
24|7|PVEM_MORENA|CHRISTIAN JOAQUIN SANCHEZ SANCHEZ|ROBERTO HUAZO NAVARRO
24|7|PT_MORENA|CHRISTIAN JOAQUIN SANCHEZ SANCHEZ|ROBERTO HUAZO NAVARRO
25|1|PAN|MARTHA ELENA MENESES ARELLANO|BERTHA ALICIA MALAGON SARMIENTO
25|1|PRI|MARTHA ELENA MENESES ARELLANO|BERTHA ALICIA MALAGON SARMIENTO
25|1|PRD|MARTHA ELENA MENESES ARELLANO|BERTHA ALICIA MALAGON SARMIENTO
25|1|PVEM|LEOBARDO ALCANTARA MARTINEZ|RODOLFO CARDONA PEREZ
25|1|PT|LEOBARDO ALCANTARA MARTINEZ|RODOLFO CARDONA PEREZ
25|1|MOVIMIENTO CIUDADANO|DIANA PAULINA PEÑA TIRADO|MARIA FERNANDA OSUNA VALENCIA
25|1|MORENA|LEOBARDO ALCANTARA MARTINEZ|RODOLFO CARDONA PEREZ
25|1|PES|PEDRO RAMIREZ URZUA|SARAHY DE JESUS ESPAIN BURGOIN
25|1|RSP|ILIANA MARGARITA NOLAZCO MEZA|ADRIANA GALLEGOS GUERRERO
25|1|FS X MÉXICO|KARLA VICTORIA CAMPOS QUEVEDO|LILIANA MATILDE MEZA FUCHAN
25|1|PAN_PRI_PRD|MARTHA ELENA MENESES ARELLANO|BERTHA ALICIA MALAGON SARMIENTO
25|1|PAN_PRI|MARTHA ELENA MENESES ARELLANO|BERTHA ALICIA MALAGON SARMIENTO
25|1|PAN_PRD|MARTHA ELENA MENESES ARELLANO|BERTHA ALICIA MALAGON SARMIENTO
25|1|PRI_PRD|MARTHA ELENA MENESES ARELLANO|BERTHA ALICIA MALAGON SARMIENTO
25|1|PVEM_PT_MORENA|LEOBARDO ALCANTARA MARTINEZ|RODOLFO CARDONA PEREZ
25|1|PVEM_PT|LEOBARDO ALCANTARA MARTINEZ|RODOLFO CARDONA PEREZ
25|1|PVEM_MORENA|LEOBARDO ALCANTARA MARTINEZ|RODOLFO CARDONA PEREZ
25|1|PT_MORENA|LEOBARDO ALCANTARA MARTINEZ|RODOLFO CARDONA PEREZ
25|2|PAN|AGUSTIN PEÑA RIVAS|RAUL BOJORQUEZ ROBLES
25|2|PRI|AGUSTIN PEÑA RIVAS|RAUL BOJORQUEZ ROBLES
25|2|PRD|AGUSTIN PEÑA RIVAS|RAUL BOJORQUEZ ROBLES
25|2|PVEM|ANA ELIZABETH AYALA LEYVA|MARIA YAZMIN MEZA AYALA
25|2|PT|ANA ELIZABETH AYALA LEYVA|MARIA YAZMIN MEZA AYALA
25|2|MOVIMIENTO CIUDADANO|BRENDA ELISA LATIGO RUIZ|YAZMIN CECILIA RAMOS AYALA
25|2|MORENA|ANA ELIZABETH AYALA LEYVA|MARIA YAZMIN MEZA AYALA
25|2|PES|CRICELIA SANCHEZ LUQUE|BLANCA ESTELA SANCHEZ VILLEGAS
25|2|RSP|MIGUEL ANGEL ORDUÑO TORRES|LEONEL MEJIA CUADRAS
25|2|FS X MÉXICO|CARLOS DIAZ DE LEON VALDEZ|JUAN MANUEL TONG GASTELUM
25|2|PAN_PRI_PRD|AGUSTIN PEÑA RIVAS|RAUL BOJORQUEZ ROBLES
25|2|PAN_PRI|AGUSTIN PEÑA RIVAS|RAUL BOJORQUEZ ROBLES
25|2|PAN_PRD|AGUSTIN PEÑA RIVAS|RAUL BOJORQUEZ ROBLES
25|2|PRI_PRD|AGUSTIN PEÑA RIVAS|RAUL BOJORQUEZ ROBLES
25|2|PVEM_PT_MORENA|ANA ELIZABETH AYALA LEYVA|MARIA YAZMIN MEZA AYALA
25|2|PVEM_PT|ANA ELIZABETH AYALA LEYVA|MARIA YAZMIN MEZA AYALA
25|2|PVEM_MORENA|ANA ELIZABETH AYALA LEYVA|MARIA YAZMIN MEZA AYALA
25|2|PT_MORENA|ANA ELIZABETH AYALA LEYVA|MARIA YAZMIN MEZA AYALA
25|3|PAN|VICTOR MANUEL GODOY ANGULO|CESAR FREDY MONTOYA SANCHEZ
25|3|PRI|VICTOR MANUEL GODOY ANGULO|CESAR FREDY MONTOYA SANCHEZ
25|3|PRD|VICTOR MANUEL GODOY ANGULO|CESAR FREDY MONTOYA SANCHEZ
25|3|PVEM|JESUS FERNANDO GARCIA HERNANDEZ|GERARDO CAMACHO NAVARRO
25|3|PT|JESUS FERNANDO GARCIA HERNANDEZ|GERARDO CAMACHO NAVARRO
25|3|MOVIMIENTO CIUDADANO|ALTAGRACIA VERDUGO MEDINA|IRIS BERTHILA MURRIETA SANCHEZ
25|3|MORENA|JESUS FERNANDO GARCIA HERNANDEZ|GERARDO CAMACHO NAVARRO
25|3|PES|ROMELIA AISPURO ESTRADA|JUANA HAYDEE GONZALEZ NORZAGARAY
25|3|RSP|SANDRO ALONSO NAVARRO MONTOYA|SIN CANDIDATURA
25|3|FS X MÉXICO|BLANCA ESTHELA RAMIREZ RICO|MARIA DEL REFUGIO MEDINA GONZALEZ
25|3|PAN_PRI_PRD|VICTOR MANUEL GODOY ANGULO|CESAR FREDY MONTOYA SANCHEZ
25|3|PAN_PRI|VICTOR MANUEL GODOY ANGULO|CESAR FREDY MONTOYA SANCHEZ
25|3|PAN_PRD|VICTOR MANUEL GODOY ANGULO|CESAR FREDY MONTOYA SANCHEZ
25|3|PRI_PRD|VICTOR MANUEL GODOY ANGULO|CESAR FREDY MONTOYA SANCHEZ
25|3|PVEM_PT_MORENA|JESUS FERNANDO GARCIA HERNANDEZ|GERARDO CAMACHO NAVARRO
25|3|PVEM_PT|JESUS FERNANDO GARCIA HERNANDEZ|GERARDO CAMACHO NAVARRO
25|3|PVEM_MORENA|JESUS FERNANDO GARCIA HERNANDEZ|GERARDO CAMACHO NAVARRO
25|3|PT_MORENA|JESUS FERNANDO GARCIA HERNANDEZ|GERARDO CAMACHO NAVARRO
25|4|PAN|ELENO FLORES GAMEZ|ROMAN DE JESUS PADILLA BALDERRAMA
25|4|PRI|ELENO FLORES GAMEZ|ROMAN DE JESUS PADILLA BALDERRAMA
25|4|PRD|ELENO FLORES GAMEZ|ROMAN DE JESUS PADILLA BALDERRAMA
25|4|PVEM|WENDY YUNIRA CASTRO OSUNA|SONIA MICAELA BUSTAMANTE OSUNA
25|4|PT|RUBI ALEJANDRA DIAZ SANCHEZ|LUCIA RENTERIA SANDOVAL
25|4|MOVIMIENTO CIUDADANO|JOSE ABRAHAM RAYA RODRIGUEZ|YESSICA MAGDALENA SALAS GONZALEZ
25|4|MORENA|CASIMIRO ZAMORA VALDEZ|BRIAN GILBERTO ROMAN GASTELUM
25|4|PES|CELIA VALENZUELA GASTELUM|VIRGINIA REMEDIOS ESCALANTE FLORES
25|4|RSP|FRANCISCO JAVIER BELTRAN CASTRO|CALEB CARBAJAL COTA
25|4|FS X MÉXICO|AGLAE BARRERAS HERNANDEZ|MARIA TERESA DE JESUS GUZMAN FLORES
25|4|PAN_PRI_PRD|ELENO FLORES GAMEZ|ROMAN DE JESUS PADILLA BALDERRAMA
25|4|PAN_PRI|ELENO FLORES GAMEZ|ROMAN DE JESUS PADILLA BALDERRAMA
25|4|PAN_PRD|ELENO FLORES GAMEZ|ROMAN DE JESUS PADILLA BALDERRAMA
25|4|PRI_PRD|ELENO FLORES GAMEZ|ROMAN DE JESUS PADILLA BALDERRAMA
25|5|PAN|SERGIO RAUL ESQUER PEIRO|RAMIRO GARZA BAYLISS
25|5|PRI|SERGIO RAUL ESQUER PEIRO|RAMIRO GARZA BAYLISS
25|5|PRD|SERGIO RAUL ESQUER PEIRO|RAMIRO GARZA BAYLISS
25|5|PVEM|NANCY YADIRA SANTIAGO MARCOS|ANA YOLANDA ELIZALDE GASTELO
25|5|PT|NANCY YADIRA SANTIAGO MARCOS|ANA YOLANDA ELIZALDE GASTELO
25|5|MOVIMIENTO CIUDADANO|ROBERTO RAMSES CRUZ CASTRO|JOSE ANGEL FELIX TORRONTEGUI
25|5|MORENA|NANCY YADIRA SANTIAGO MARCOS|ANA YOLANDA ELIZALDE GASTELO
25|5|PES|FRANCISCO LOPEZ SANCHEZ|MARIA GUADALUPE PEREZ FELIPE
25|5|RSP|MARIO LUIS TOSTADO LARA|JOSE CARLOS GONZALEZ MILLER
25|5|FS X MÉXICO|MARIANA PEÑUELAS MONDACA|VIRGINIA TOLOSA ESQUIVEL
25|5|PAN_PRI_PRD|SERGIO RAUL ESQUER PEIRO|RAMIRO GARZA BAYLISS
25|5|PAN_PRI|SERGIO RAUL ESQUER PEIRO|RAMIRO GARZA BAYLISS
25|5|PAN_PRD|SERGIO RAUL ESQUER PEIRO|RAMIRO GARZA BAYLISS
25|5|PRI_PRD|SERGIO RAUL ESQUER PEIRO|RAMIRO GARZA BAYLISS
25|5|PVEM_PT_MORENA|NANCY YADIRA SANTIAGO MARCOS|ANA YOLANDA ELIZALDE GASTELO
25|5|PVEM_PT|NANCY YADIRA SANTIAGO MARCOS|ANA YOLANDA ELIZALDE GASTELO
25|5|PVEM_MORENA|NANCY YADIRA SANTIAGO MARCOS|ANA YOLANDA ELIZALDE GASTELO
25|5|PT_MORENA|NANCY YADIRA SANTIAGO MARCOS|ANA YOLANDA ELIZALDE GASTELO
25|6|PAN|GERMAN ESCOBAR MANJARREZ|RICARDO VAZQUEZ ESPERICUETA
25|6|PRI|GERMAN ESCOBAR MANJARREZ|RICARDO VAZQUEZ ESPERICUETA
25|6|PRD|GERMAN ESCOBAR MANJARREZ|RICARDO VAZQUEZ ESPERICUETA
25|6|PVEM|JUAN MANUEL TOLEDO RAZON|JESUS ALFONSO LAFARGA ZAZUETA
25|6|PT|ILIANA ZENITH GARCIA DUEÑAS|MARIA DEL CARMEN MORENO RIOS
25|6|MOVIMIENTO CIUDADANO|BRENDA LISSETE LOPEZ CHAVEZ|LAURA ELENA ACUÑA FIGEROA
25|6|MORENA|OLEGARIA CARRAZCO MACIAS|VIRGINIA LIZARRAGA MARTINEZ
25|6|PES|OCTAVIANO PEINADO SILVA|MONICA CELESTE RUELAS CAMPISTA
25|6|RSP|YOLANDA INES IBARRA TOLEDO|PERLA JUDITH MACIAS CRUZ
25|6|FS X MÉXICO|LIZA MARGARITA ORNELAS MONDRAGON|ALEXIA ABIGAIL LOPEZ MORALES
25|6|PAN_PRI_PRD|GERMAN ESCOBAR MANJARREZ|RICARDO VAZQUEZ ESPERICUETA
25|6|PAN_PRI|GERMAN ESCOBAR MANJARREZ|RICARDO VAZQUEZ ESPERICUETA
25|6|PAN_PRD|GERMAN ESCOBAR MANJARREZ|RICARDO VAZQUEZ ESPERICUETA
25|6|PRI_PRD|GERMAN ESCOBAR MANJARREZ|RICARDO VAZQUEZ ESPERICUETA
25|7|PAN|ALFREDO VILLEGAS ARREOLA|JOSE ALFONSO GARCIA CALDERON
25|7|PRI|ALFREDO VILLEGAS ARREOLA|JOSE ALFONSO GARCIA CALDERON
25|7|PRD|ALFREDO VILLEGAS ARREOLA|JOSE ALFONSO GARCIA CALDERON
25|7|PVEM|MERARY VILLEGAS SANCHEZ|MARINA VALADEZ BOJORQUEZ
25|7|PT|MERARY VILLEGAS SANCHEZ|MARINA VALADEZ BOJORQUEZ
25|7|MOVIMIENTO CIUDADANO|MIRNA VELAZQUEZ LOPEZ|RUTH GUADALUPE GARCIA VALENZUELA
25|7|MORENA|MERARY VILLEGAS SANCHEZ|MARINA VALADEZ BOJORQUEZ
25|7|PES|JOSEFINA MURRIETA CASTILLO|CAROLINA RODRIGUEZ GARCIA
25|7|RSP|LYDIA KYOKO INUKAI SASHIDA|DULCE FABIOLA FELIX LARA
25|7|FS X MÉXICO|MARTHA GUADALUPE ADRIAN OCHOA|ZOSHIHUA ACOSTA HERRERA
25|7|PAN_PRI_PRD|ALFREDO VILLEGAS ARREOLA|JOSE ALFONSO GARCIA CALDERON
25|7|PAN_PRI|ALFREDO VILLEGAS ARREOLA|JOSE ALFONSO GARCIA CALDERON
25|7|PAN_PRD|ALFREDO VILLEGAS ARREOLA|JOSE ALFONSO GARCIA CALDERON
25|7|PRI_PRD|ALFREDO VILLEGAS ARREOLA|JOSE ALFONSO GARCIA CALDERON
25|7|PVEM_PT_MORENA|MERARY VILLEGAS SANCHEZ|MARINA VALADEZ BOJORQUEZ
25|7|PVEM_PT|MERARY VILLEGAS SANCHEZ|MARINA VALADEZ BOJORQUEZ
25|7|PVEM_MORENA|MERARY VILLEGAS SANCHEZ|MARINA VALADEZ BOJORQUEZ
25|7|PT_MORENA|MERARY VILLEGAS SANCHEZ|MARINA VALADEZ BOJORQUEZ
26|1|PAN|LINA ACOSTA CID|GUADALUPE BELTRAN BOJORQUEZ
26|1|PRI|LINA ACOSTA CID|GUADALUPE BELTRAN BOJORQUEZ
26|1|PRD|LINA ACOSTA CID|GUADALUPE BELTRAN BOJORQUEZ
26|1|PVEM|JESUS RAFAEL GALINDO MEDINA|HECTOR IVAN ORTIZ COBIAN
26|1|PT|BLANCA ESTELA URIAS VINGOCHEA|BLANCA ABIGAIL MEDINA MEDRANO
26|1|MOVIMIENTO CIUDADANO|RAMONA RAMIREZ MAC GREW|ALEJANDRA ESTRADA GUTIERREZ
26|1|MORENA|MANUEL DE JESUS BALDENEBRO ARREDONDO|JULIO ROCHA AVILA
26|1|PES|FABIOLA MARICELA SALDIVAR VELEZ|KARLA KARINA GUEVARA ROMO
26|1|RSP|SIN CANDIDATURA|SIN CANDIDATURA
26|1|FS X MÉXICO|JOSE RICARDO PONCE DE LEON HERNANDEZ|MOISES MONRROY FLORES
26|1|PAN_PRI_PRD|LINA ACOSTA CID|GUADALUPE BELTRAN BOJORQUEZ
26|1|PAN_PRI|LINA ACOSTA CID|GUADALUPE BELTRAN BOJORQUEZ
26|1|PAN_PRD|LINA ACOSTA CID|GUADALUPE BELTRAN BOJORQUEZ
26|1|PRI_PRD|LINA ACOSTA CID|GUADALUPE BELTRAN BOJORQUEZ
26|2|PAN|LETICIA AMPARANO GAMEZ|CELINA NORIEGA MONTAÑO
26|2|PRI|LETICIA AMPARANO GAMEZ|CELINA NORIEGA MONTAÑO
26|2|PRD|LETICIA AMPARANO GAMEZ|CELINA NORIEGA MONTAÑO
26|2|PVEM|ANA LAURA BERNAL CAMARENA|ESMERALDA VILLA IBARRA
26|2|PT|ANA LAURA BERNAL CAMARENA|ESMERALDA VILLA IBARRA
26|2|MOVIMIENTO CIUDADANO|MARIA ELENA MORENO DURAZO|MARTHA ELENA CASTILLO OSORIO
26|2|MORENA|ANA LAURA BERNAL CAMARENA|ESMERALDA VILLA IBARRA
26|2|PES|JOSE FRANCISCO GARCIA VALENCIA|ROMAN FLORES VALENZUELA
26|2|RSP|JESUS OCTAVIO PESQUEIRA TAPIA|ANDRES FABIAN GRIJALVA VILLAGRAN
26|2|FS X MÉXICO|GRICELDA GARCIA ROMERO|JANETH ELIZABETH COTA ABREGO
26|2|PAN_PRI_PRD|LETICIA AMPARANO GAMEZ|CELINA NORIEGA MONTAÑO
26|2|PAN_PRI|LETICIA AMPARANO GAMEZ|CELINA NORIEGA MONTAÑO
26|2|PAN_PRD|LETICIA AMPARANO GAMEZ|CELINA NORIEGA MONTAÑO
26|2|PRI_PRD|LETICIA AMPARANO GAMEZ|CELINA NORIEGA MONTAÑO
26|2|PVEM_PT_MORENA|ANA LAURA BERNAL CAMARENA|ESMERALDA VILLA IBARRA
26|2|PVEM_PT|ANA LAURA BERNAL CAMARENA|ESMERALDA VILLA IBARRA
26|2|PVEM_MORENA|ANA LAURA BERNAL CAMARENA|ESMERALDA VILLA IBARRA
26|2|PT_MORENA|ANA LAURA BERNAL CAMARENA|ESMERALDA VILLA IBARRA
26|3|PAN|ARTURO FERNANDEZ DIAZ GONZALEZ|EDUARDO ANTONIO ROMERO CAMPA
26|3|PRI|ARTURO FERNANDEZ DIAZ GONZALEZ|EDUARDO ANTONIO ROMERO CAMPA
26|3|PRD|ARTURO FERNANDEZ DIAZ GONZALEZ|EDUARDO ANTONIO ROMERO CAMPA
26|3|PVEM|LORENIA IVETH VALLES SAMPEDRO|ROSANGELA AMAIRANY PEÑA ESCALANTE
26|3|PT|LORENIA IVETH VALLES SAMPEDRO|ROSANGELA AMAIRANY PEÑA ESCALANTE
26|3|MOVIMIENTO CIUDADANO|CARLOS ALBERTO LEON GARCIA|JULIO CESAR ARBALLO MORALES
26|3|MORENA|LORENIA IVETH VALLES SAMPEDRO|ROSANGELA AMAIRANY PEÑA ESCALANTE
26|3|PES|XOCHITL MARIA GONZALEZ ORTEGA|MARIA FERNANDA YANES ENRIQUEZ
26|3|RSP|ROCIO ADILENE PINO PINO|DIANA MICHELLE CASTILLO ESCOBEDO
26|3|FS X MÉXICO|LUZ MARINA DELGADO TARAZON|KARLA KARINA FLORES ESPINOZA
26|3|PAN_PRI_PRD|ARTURO FERNANDEZ DIAZ GONZALEZ|EDUARDO ANTONIO ROMERO CAMPA
26|3|PAN_PRI|ARTURO FERNANDEZ DIAZ GONZALEZ|EDUARDO ANTONIO ROMERO CAMPA
26|3|PAN_PRD|ARTURO FERNANDEZ DIAZ GONZALEZ|EDUARDO ANTONIO ROMERO CAMPA
26|3|PRI_PRD|ARTURO FERNANDEZ DIAZ GONZALEZ|EDUARDO ANTONIO ROMERO CAMPA
26|3|PVEM_PT_MORENA|LORENIA IVETH VALLES SAMPEDRO|ROSANGELA AMAIRANY PEÑA ESCALANTE
26|3|PVEM_PT|LORENIA IVETH VALLES SAMPEDRO|ROSANGELA AMAIRANY PEÑA ESCALANTE
26|3|PVEM_MORENA|LORENIA IVETH VALLES SAMPEDRO|ROSANGELA AMAIRANY PEÑA ESCALANTE
26|3|PT_MORENA|LORENIA IVETH VALLES SAMPEDRO|ROSANGELA AMAIRANY PEÑA ESCALANTE
26|4|PAN|JESUS SALDAÑA LOPEZ|MANUEL DE JESUS BORBON HOLGUIN
26|4|PRI|JESUS SALDAÑA LOPEZ|MANUEL DE JESUS BORBON HOLGUIN
26|4|PRD|JESUS SALDAÑA LOPEZ|MANUEL DE JESUS BORBON HOLGUIN
26|4|PVEM|FELIPE DAVID MARTINEZ ROBLES|MARCO ANTONIO CARDOSO RODRIGUEZ
