200
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO|ESTRATO|NUMERO_ARE|PAN|PRI|PRD|PVEM|PT|MC|MORENA|PVEM_PT_MORENA|PVEM_PT|PVEM_MORENA|PT_MORENA|PAN_PRI|CNR|NULOS|TOTAL|LBS|JMFP|JMR|MIDLF|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
27|5|1137|C|1|0|U|506|13|18|259|E2705|94|36|32|66|9|16|40|14|13|4|9|0|1|4|0|244|69|66|65|40|2024|4|25|12|30|42|4|N
27|5|1138|B|1|0|U|608|13|18|259|E2705|93|50|27|94|4|10|52|12|22|3|19|0|0|9|0|302|77|94|70|52|2024|4|25|12|21|47|4|N
27|5|1140|B|1|0|U|739|13|18|259|E2705|92|69|31|93|14|22|63|23|13|7|17|0|1|7|0|360|101|93|96|63|2024|4|25|12|35|5|4|N
27|5|1190|C|1|0|U|725|13|18|259|E2705|106|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|7|3|1|N
27|5|1190|C|3|0|U|725|13|18|259|E2705|106|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|33|38|1|N
27|6|392|B|1|0|U|584|4|8|260|E2706|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
27|6|398|C|4|0|U|701|4|8|260|E2706|3|84|28|54|4|7|69|15|18|23|11|1|12|13|2|341|124|54|79|69|2024|4|25|15|34|21|4|N
27|6|400|B|1|0|U|632|4|8|260|E2706|8|71|30|51|9|4|66|8|17|24|15|1|12|12|1|321|113|51|78|66|2024|4|25|15|51|12|1|N
27|6|411|C|2|0|U|502|4|5|260|E2706|14|51|20|41|4|4|49|4|20|22|9|2|7|8|1|242|78|41|65|49|2024|4|25|15|29|2|1|N
27|6|418|B|1|0|U|699|4|5|260|E2706|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
27|6|418|C|1|0|U|698|4|5|260|E2706|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
27|6|418|C|2|0|U|698|4|5|260|E2706|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
27|6|452|C|1|0|M|714|4|8|260|E2706|28|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|17|39|1|N
27|6|452|C|2|0|M|714|4|8|260|E2706|28|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|21|55|1|N
27|6|463|C|5|0|R|630|4|5|260|E2706|25|67|32|51|13|5|67|8|15|26|7|1|19|7|3|321|118|51|75|67|2024|4|25|15|19|44|4|N
27|6|476|C|4|0|U|734|4|5|260|E2706|38|96|31|47|9|3|89|8|16|33|6|3|7|20|0|368|134|47|78|89|2024|4|25|14|16|20|4|N
27|6|489|B|1|0|R|616|4|10|260|E2706|74|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
27|6|494|C|3|0|M|649|4|5|260|E2706|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|8|50|1|N
27|6|494|C|6|0|M|648|4|5|260|E2706|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|14|32|1|N
27|6|495|B|1|0|R|642|4|5|260|E2706|51|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|22|48|1|N
27|6|497|C|1|0|U|593|4|5|260|E2706|49|61|27|54|7|1|62|7|14|32|14|3|15|7|3|307|103|54|78|62|2024|4|25|14|8|48|4|N
27|6|504|C|1|0|R|711|4|10|260|E2706|72|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
27|6|505|C|1|0|R|683|4|10|260|E2706|72|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|27|16|1|N
27|6|507|C|1|0|R|590|4|5|260|E2706|65|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
27|6|508|C|1|0|R|634|4|5|260|E2706|69|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|44|14|1|N
27|6|792|C|1|0|R|624|9|16|260|E2706|79|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|24|8|1|N
27|6|799|C|1|0|R|422|9|16|260|E2706|88|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|47|30|1|N
27|6|804|B|1|0|R|539|9|16|260|E2706|83|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|56|48|1|N
27|6|806|C|1|0|R|514|9|16|260|E2706|84|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|32|29|1|N
27|6|1055|C|1|0|R|569|15|20|260|E2706|107|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|57|7|1|N
27|6|1059|B|1|0|R|444|15|20|260|E2706|92|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|51|22|1|N
27|6|1070|C|1|0|U|709|16|20|260|E2706|113|83|36|60|8|3|76|9|22|32|8|3|18|14|3|375|137|60|85|76|2024|4|25|14|13|57|4|N
27|6|1084|B|1|0|R|443|16|20|260|E2706|124|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|55|59|1|N
27|6|1177|C|2|0|U|724|4|10|260|E2706|66|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
27|6|1180|C|2|0|U|650|16|20|260|E2706|118|62|30|56|5|4|74|13|17|21|9|1|10|15|2|319|102|56|70|74|2024|4|25|14|7|4|4|N
27|6|1195|C|2|0|U|725|4|10|260|E2706|60|85|44|52|11|6|62|6|20|40|19|2|13|10|1|371|142|52|104|62|2024|4|25|14|11|25|4|N
27|6|1197|B|1|0|U|662|4|10|260|E2706|59|78|30|46|9|6|63|13|23|37|4|2|10|10|2|333|118|46|94|63|2024|4|25|15|11|33|4|N
