152
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO|ESTRATO|NUMERO_ARE|PAN|PRI|PRD|PT|PVEM|MC|MORENA|NAM|PES|MAS|PROGRESA|RSP|PAN_PRI_PRD_RSP_M|PAN_PRI_PRD_RSP_N|PAN_PRI_PRD_RSP_O|PAN_PRI_PRD_RSP_P|PAN_PRI_PRD_RSP_Q|PAN_PRI_PRD_RSP_R|PAN_PRI_PRD_RSP_S|PAN_PRI_PRD_RSP_T|PAN_PRI_PRD_RSP_U|PAN_PRI_PRD_RSP_V|PAN_PRI_PRD_RSP_W|PT_PVEM_MORENA_NAM_MAS_PES_X|PT_PVEM_MORENA_NAM_MAS_PES_Y|PT_PVEM_MORENA_NAM_MAS_PES_Z|PT_PVEM_MORENA_NAM_MAS_PES_AA|PT_PVEM_MORENA_NAM_MAS_PES_AB|PT_PVEM_MORENA_NAM_MAS_PES_AC|PT_PVEM_MORENA_NAM_MAS_PES_AD|PT_PVEM_MORENA_NAM_MAS_PES_AE|PT_PVEM_MORENA_NAM_MAS_PES_AF|PT_PVEM_MORENA_NAM_MAS_PES_AG|PT_PVEM_MORENA_NAM_MAS_PES_AH|PT_PVEM_MORENA_NAM_MAS_PES_AI|PT_PVEM_MORENA_NAM_MAS_PES_AJ|PT_PVEM_MORENA_NAM_MAS_PES_AK|PT_PVEM_MORENA_NAM_MAS_PES_AL|PT_PVEM_MORENA_NAM_MAS_PES_AM|PT_PVEM_MORENA_NAM_MAS_PES_AN|PT_PVEM_MORENA_NAM_MAS_PES_AO|PT_PVEM_MORENA_NAM_MAS_PES_AP|PT_PVEM_MORENA_NAM_MAS_PES_AQ|PT_PVEM_MORENA_NAM_MAS_PES_AR|PT_PVEM_MORENA_NAM_MAS_PES_AS|PT_PVEM_MORENA_NAM_MAS_PES_AT|PT_PVEM_MORENA_NAM_MAS_PES_AU|PT_PVEM_MORENA_NAM_MAS_PES_AV|MC_PROGRESA|CNR|NULOS|TOTAL|LVMG|MGSC|JMGOD|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
17|3|151|B|1|0|U|684|6|7|178|E1703|124|8|9|15|9|10|12|12|9|6|8|7|9|11|18|11|13|14|18|14|17|6|14|14|12|2|9|7|13|8|11|10|9|13|8|7|4|11|6|7|7|7|6|5|11|9|13|11|8|8|10|28|524|191|276|19|2024|4|25|15|42|42|4|N
17|3|151|C|1|0|U|684|6|7|178|E1703|124|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|54|54|4|N
17|3|152|C|2|0|U|539|6|7|178|E1703|126|15|10|10|2|2|20|4|3|8|6|16|17|12|10|4|10|8|13|6|7|10|12|5|4|4|2|6|4|7|3|2|4|2|1|4|3|7|6|6|4|6|2|5|3|3|2|9|6|13|34|7|369|149|143|36|2024|4|25|14|12|29|4|N
17|3|168|B|1|0|U|664|6|7|178|E1703|114|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|36|46|4|N
17|3|175|C|1|0|U|580|6|7|178|E1703|118|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|45|9|1|N
17|3|181|E|1|0|M|563|6|7|178|E1703|85|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|3|31|1|N
17|3|186|C|3|0|R|599|6|7|178|E1703|106|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|57|4|4|N
17|3|538|C|2|0|U|613|13|4|178|E1703|54|6|10|9|3|6|8|1|3|3|9|15|12|13|7|9|7|9|13|13|5|18|10|8|6|4|5|7|4|5|6|4|0|3|4|4|7|6|4|2|5|5|5|8|7|8|4|6|6|6|0|25|353|149|156|23|2024|4|25|15|34|56|4|N
17|3|539|B|1|0|U|447|13|4|178|E1703|53|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|33|1|4|N
17|3|547|C|1|0|M|597|13|4|178|E1703|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|56|35|1|N
17|3|655|B|1|0|M|504|19|4|178|E1703|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|1|15|4|N
17|3|664|E|1|0|R|125|19|4|178|E1703|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|49|49|1|N
17|4|7|C|1|0|U|557|1|11|179|E1704|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|58|36|1|N
17|4|501|C|2|0|M|572|12|11|179|E1704|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|8|1|1|N
17|4|506|B|1|0|U|587|12|11|179|E1704|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|50|59|1|N
17|4|510|C|1|0|U|535|12|11|179|E1704|19|8|6|5|4|7|14|8|3|6|7|14|9|6|14|5|13|5|14|13|7|11|8|6|7|6|5|6|6|5|5|5|8|6|7|7|3|5|11|6|6|8|3|8|10|7|5|7|5|15|1|2|368|130|207|28|2024|4|25|15|19|32|4|N
17|4|514|B|1|0|U|420|12|11|179|E1704|20|8|3|6|3|4|8|8|8|5|3|4|8|10|3|7|5|8|5|10|3|11|7|4|3|7|3|4|3|6|5|2|2|3|2|3|7|5|1|6|2|6|0|7|4|6|4|1|3|9|7|7|259|98|135|12|2024|4|25|15|15|34|1|N
17|4|518|B|1|0|U|740|12|11|179|E1704|21|10|7|6|13|11|9|14|6|8|4|5|10|11|4|7|9|13|10|14|10|13|16|8|14|17|13|9|8|10|5|9|7|10|12|5|10|7|6|11|6|5|10|5|4|3|7|11|7|9|15|10|463|148|276|14|2024|4|25|15|10|4|4|N
17|4|526|C|1|0|U|572|12|11|179|E1704|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|28|46|1|N
17|4|528|B|1|0|U|607|12|11|179|E1704|26|12|6|5|6|6|2|8|9|7|8|4|8|9|7|4|13|3|6|14|8|11|7|10|8|5|4|4|3|6|6|10|6|7|6|9|6|6|6|4|4|8|5|5|4|3|10|5|6|1|24|10|354|123|191|6|2024|4|25|15|13|33|4|N
17|4|551|B|1|0|U|714|14|8|179|E1704|37|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|59|35|1|N
17|4|557|C|3|0|U|564|15|5|179|E1704|43|13|8|11|6|7|4|3|6|6|5|10|8|9|9|7|8|13|3|4|3|6|11|5|7|4|5|5|4|9|6|12|5|5|7|6|2|3|4|6|3|1|4|4|7|3|9|3|9|11|4|12|325|118|177|14|2024|4|25|15|10|45|4|N
17|4|560|C|2|0|U|590|15|5|179|E1704|44|8|2|8|4|7|21|9|5|9|11|11|8|9|6|9|5|8|8|12|7|6|11|8|10|3|5|7|4|9|8|6|6|9|2|4|11|2|8|12|4|4|10|5|1|5|8|11|8|17|5|9|385|115|224|32|2024|4|25|15|8|37|4|N
17|4|561|B|1|0|R|428|15|5|179|E1704|39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|57|28|1|N
17|4|584|C|1|0|U|683|17|11|179|E1704|51|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|22|17|4|N
17|4|586|C|1|0|U|700|17|11|179|E1704|51|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|58|31|1|N
17|4|589|B|1|0|U|720|17|11|179|E1704|49|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|21|51|4|N
17|4|594|C|1|0|M|630|35|8|179|E1704|129|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|30|58|1|N
17|4|691|C|1|0|M|619|21|8|179|E1704|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|1|48|1|N
17|4|693|E|1|0|R|386|21|8|179|E1704|38|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|48|39|1|N
17|4|694|B|1|0|R|292|21|8|179|E1704|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|11|36|1|N
17|4|710|B|1|0|M|670|24|9|179|E1704|62|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|27|2|4|N
17|4|721|B|1|0|R|393|24|9|179|E1704|69|2|4|3|4|7|7|6|4|2|3|6|6|8|8|5|3|5|7|5|2|8|8|4|4|5|2|3|6|8|5|5|5|5|5|3|9|7|2|2|3|3|6|8|5|2|5|8|3|8|0|7|251|78|153|13|2024|4|25|15|35|23|1|N
17|4|727|B|1|0|U|744|24|9|179|E1704|73|20|16|15|11|5|18|8|8|11|9|9|19|18|16|20|12|23|14|9|14|14|19|15|6|7|8|8|5|7|6|13|9|9|14|10|7|10|11|7|15|8|11|8|12|11|8|7|12|7|3|6|568|244|288|27|2024|4|25|14|8|56|4|N
17|4|728|C|1|0|U|519|24|9|179|E1704|75|11|9|8|7|5|11|10|7|2|4|8|8|10|9|4|6|10|8|8|6|10|10|11|6|4|5|7|4|4|3|3|1|5|4|2|5|3|5|2|4|3|8|6|3|5|5|7|4|7|3|4|304|128|150|19|2024|4|25|14|14|59|4|N
17|4|731|B|1|0|M|738|24|9|179|E1704|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|5|57|1|N
17|4|734|B|1|0|U|709|25|11|179|E1704|81|7|10|9|14|3|17|14|10|9|5|9|8|16|8|5|17|8|11|10|15|15|6|11|10|9|5|8|5|3|5|7|5|11|4|7|5|12|6|3|6|9|11|5|12|5|5|8|7|14|4|5|433|156|242|26|2024|4|25|15|31|25|4|N
17|4|734|C|2|0|U|709|25|11|179|E1704|81|8|6|9|7|6|9|6|6|11|8|13|16|10|15|10|15|13|7|11|10|11|13|11|9|4|6|12|9|5|9|5|7|8|12|7|9|9|9|5|3|8|8|9|11|4|5|4|6|12|0|27|453|165|239|22|2024|4|25|15|18|19|4|N
17|4|736|C|1|0|U|538|25|11|179|E1704|81|14|10|8|3|6|7|10|4|6|4|13|14|17|8|11|8|14|9|9|6|11|9|12|5|4|8|6|6|6|12|6|5|3|7|1|6|6|5|7|4|9|4|2|3|5|8|3|6|14|0|4|368|160|184|20|2024|4|25|15|25|23|4|N
17|4|737|C|2|0|M|617|25|11|179|E1704|82|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|26|30|1|N
17|4|740|B|1|0|U|579|25|11|179|E1704|84|12|10|14|6|3|11|4|6|7|6|12|6|9|14|9|14|16|9|15|11|11|10|7|6|4|3|4|6|4|6|9|10|6|3|4|6|2|3|7|4|4|10|2|5|7|3|9|4|16|1|11|381|167|179|23|2024|4|25|15|47|56|4|N
17|4|759|B|1|0|R|174|25|11|179|E1704|88|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|34|24|4|N
17|4|777|B|1|0|U|708|28|8|179|E1704|91|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|58|12|4|N
17|4|787|C|1|0|U|619|28|8|179|E1704|102|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|54|14|4|N
17|4|791|C|1|0|M|711|28|8|179|E1704|105|11|15|21|11|6|11|6|5|7|4|17|19|8|18|16|16|17|8|10|11|17|16|10|3|13|6|13|6|7|14|8|8|6|1|7|8|8|7|2|6|8|5|7|7|3|7|12|7|12|1|5|477|213|230|28|2024|4|25|15|38|56|4|N
17|4|792|C|2|0|U|630|28|8|179|E1704|106|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|6|55|1|N
17|4|793|C|1|0|M|686|28|8|179|E1704|110|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|38|53|1|N
17|4|794|C|4|0|M|740|28|8|179|E1704|110|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|48|52|1|N
17|4|795|C|3|0|U|632|28|8|179|E1704|108|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|59|33|1|N
17|4|869|B|1|0|U|516|31|11|179|E1704|113|6|9|9|7|8|2|8|8|9|2|5|5|4|5|5|11|6|7|10|3|10|6|8|13|3|10|5|3|7|9|5|7|8|10|2|4|5|2|7|6|8|3|8|6|9|7|8|8|5|5|13|339|104|210|7|2024|4|25|15|36|48|4|N
17|4|890|B|1|0|U|534|31|11|179|E1704|122|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|7|21|1|N
17|4|891|C|1|0|M|645|31|11|179|E1704|123|5|6|12|9|6|14|8|4|3|9|14|12|8|8|7|6|9|8|5|14|10|10|10|5|7|4|9|10|9|7|12|7|5|11|10|8|6|6|7|10|6|12|9|6|9|9|9|9|12|2|23|436|130|253|28|2024|4|25|15|42|51|2|N
17|4|937|B|1|0|U|664|35|8|179|E1704|134|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|9|56|1|N
17|4|937|C|2|0|U|663|35|8|179|E1704|134|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|25|47|4|N
17|5|13|C|2|0|M|676|2|3|180|E1705|44|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|1|5|4|N
17|5|16|B|1|0|R|444|2|3|180|E1705|47|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|51|46|1|N
17|5|17|B|1|0|R|606|2|3|180|E1705|47|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|42|50|1|N
17|5|569|C|1|0|M|562|16|10|180|E1705|49|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|45|2|1|N
17|5|571|C|1|0|M|612|16|10|180|E1705|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|2|36|1|N
17|5|576|C|1|0|M|514|16|10|180|E1705|52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|35|6|1|N
17|5|676|B|1|0|U|544|20|3|180|E1705|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|11|13|4|N
17|5|676|C|2|0|U|543|20|3|180|E1705|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|11|14|4|N
17|5|680|C|2|0|M|572|20|3|180|E1705|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|37|33|1|N
17|5|760|C|1|0|U|710|26|3|180|E1705|35|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|58|16|4|N
17|5|830|C|1|0|U|609|29|12|180|E1705|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|15|20|1|N
17|5|835|S|1|0|M|0|29|12|180|E1705|82|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|57|0|1|N
17|5|843|C|1|0|U|582|29|12|180|E1705|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|3|53|1|N
17|5|851|C|2|0|U|609|30|10|180|E1705|91|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|6|6|1|N
17|5|858|C|1|0|U|748|30|10|180|E1705|98|12|21|15|6|6|19|7|9|3|12|14|9|13|15|16|14|17|21|15|17|16|18|21|3|11|7|7|8|8|9|8|10|8|6|11|6|6|7|6|7|5|9|6|7|2|12|6|6|15|2|13|527|240|239|33|2024|4|25|15|7|20|4|N
17|5|858|C|2|0|U|748|30|10|180|E1705|98|23|12|9|7|4|13|7|5|7|9|5|19|10|5|12|16|21|20|13|10|11|13|15|6|8|4|8|6|4|5|14|3|9|5|10|6|11|6|7|2|5|8|9|8|10|6|4|8|4|2|15|459|209|215|18|2024|4|25|15|15|27|4|N
17|5|859|C|2|0|R|656|30|10|180|E1705|99|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|15|56|1|N
17|5|860|B|1|0|U|637|30|10|180|E1705|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|45|58|1|N
17|5|864|E|1|0|U|739|30|10|180|E1705|105|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|42|59|4|N
17|5|895|C|1|0|U|518|32|4|180|E1705|107|12|10|5|3|9|9|5|3|4|9|21|12|7|9|6|12|9|5|7|8|9|8|12|9|3|3|3|2|3|7|9|4|8|5|3|4|6|10|7|8|1|2|6|9|7|5|7|6|14|3|19|367|131|184|30|2024|4|25|11|57|39|4|N
17|5|897|B|1|0|M|445|32|4|180|E1705|106|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|59|45|1|N
17|5|918|B|1|0|M|607|29|12|180|E1705|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|17|25|12|1|N
17|5|953|C|2|0|U|605|29|12|180|E1705|68|15|5|5|2|5|18|2|7|4|6|26|12|14|10|7|7|13|10|8|11|11|10|11|9|9|5|2|4|5|8|5|3|5|3|13|8|6|10|6|8|5|15|6|7|6|6|1|2|22|25|5|428|149|205|44|2024|4|25|15|47|8|1|N
