209
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO|ESTRATO|NUMERO_ARE|PAN|PRI|PRD|PVEM|PT|MC|MORENA|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PVEM_PT_MORENA|PVEM_PT|PVEM_MORENA|PT_MORENA|CI|CNR|NULOS|TOTAL|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
13|5|152|C|1|0|U|719|9|7|102|E1305|1|91|73|0|11|8|36|75|16|0|3|0|0|0|0|0|0|0|25|338|2024|4|25|14|4|19|4|N
16|10|1165|C|1|0|U|714|54|17|174|E1610|101|33|255|0|0|56|0|0|0|0|14|3|0|22|0|3|0|0|60|446|2024|4|25|14|4|59|4|N
14|8|805|C|1|0|U|734|41|8|112|E1408|92|42|181|0|0|25|12|92|2|17|0|1|0|32|45|0|0|0|0|449|2024|4|25|10|19|51|4|N
14|8|981|B|1|0|U|430|41|8|112|E1408|134|9|71|14|3|10|0|77|3|10|0|1|1|5|20|2|0|0|0|226|2024|4|25|10|16|55|4|N
11|7|2456|C|1|0|U|467|31|10|81|E1107|82|9|171|0|4|32|6|65|0|22|1|0|0|4|24|0|0|1|28|367|2024|4|25|11|58|16|4|N
15|13|1637|C|1|0|U|398|34|42|137|E1513|137|90|31|22|0|11|24|8|22|27|7|0|0|0|0|0|0|0|1|243|2024|4|25|14|1|21|4|N
9|18|2352|C|2|0|U|645|7|24|66|E0918|36|98|0|18|24|16|23|43|67|1|9|4|3|70|30|0|0|2|1|409|2024|4|25|14|5|10|4|N
4|2|231|C|1|0|U|579|3|11|16|E0402|38|43|138|17|9|4|18|87|8|0|5|1|1|1|0|3|0|1|0|336|2024|4|25|11|58|35|4|N
12|7|1211|B|1|0|U|689|29|1|96|E1207|38|52|48|2|0|19|3|203|0|0|6|0|1|0|0|0|0|2|60|396|2024|4|25|14|3|6|4|N
12|7|1250|C|1|0|U|638|29|1|96|E1207|50|49|46|27|43|10|3|113|0|0|2|0|0|13|0|0|0|0|8|314|2024|4|25|13|59|10|4|N
27|6|1051|B|1|0|R|455|15|20|260|E2706|106|0|157|4|6|18|0|2|8|0|6|1|0|0|0|0|0|0|47|249|2024|4|25|11|25|24|4|N
27|6|1174|C|3|0|U|730|4|10|260|E2706|63|26|297|0|4|16|31|63|7|0|1|1|0|0|0|0|0|0|22|468|2024|4|25|14|4|43|4|N
9|13|1699|C|1|0|U|533|6|15|61|E0913|131|23|77|6|38|11|8|43|24|3|0|3|1|30|8|0|0|0|10|285|2024|4|25|10|41|7|4|N
9|13|1959|C|1|0|U|500|6|15|61|E0913|5|0|65|14|15|16|0|62|51|11|9|4|0|20|21|2|0|0|4|294|2024|4|25|14|3|28|4|N
19|1|401|C|1|0|U|555|19|18|184|E1901|27|0|0|5|1|11|54|177|53|0|0|1|5|21|0|0|0|0|65|393|2024|4|25|13|50|34|4|N
21|16|2101|C|1|0|R|432|168|23|223|E2116|94|72|97|10|0|0|0|60|8|24|1|3|0|0|0|1|0|0|19|295|2024|4|25|13|40|47|4|N
19|6|985|B|1|0|U|538|40|2|189|E1906|41|6|168|1|0|0|1|58|8|13|1|1|0|6|13|0|0|1|12|289|2024|4|25|14|4|10|4|N
19|6|991|B|1|0|U|477|40|2|189|E1906|49|5|142|0|4|1|1|23|1|4|0|0|0|1|0|0|0|0|6|188|2024|4|25|11|57|12|4|N
26|6|778|B|1|0|U|572|59|16|253|E2606|66|0|12|0|0|28|0|185|17|0|12|4|0|0|0|0|0|0|37|295|2024|4|25|14|3|59|4|N
26|6|798|B|1|0|U|520|59|16|253|E2606|74|72|51|0|1|10|5|201|10|0|0|2|0|4|0|1|0|0|0|357|2024|4|25|14|4|20|4|N
26|6|956|B|1|0|M|745|59|17|253|E2606|122|0|208|0|0|61|0|109|59|0|36|0|0|0|0|1|0|0|103|577|2024|4|25|14|3|42|4|N
30|18|596|B|1|0|U|444|31|21|289|E3018|18|38|100|3|10|0|15|49|5|0|0|3|1|22|0|1|4|0|0|251|2024|4|25|14|5|18|1|N
30|18|4077|C|3|0|M|661|184|22|289|E3018|117|13|99|0|10|20|15|179|0|13|0|2|0|4|66|0|1|1|8|431|2024|4|25|14|5|15|4|N
30|3|7|C|1|0|U|611|3|27|274|E3003|65|43|179|5|2|6|6|100|0|5|2|0|0|14|20|0|0|0|11|393|2024|4|25|13|22|47|4|N
15|22|403|C|1|0|U|613|13|16|146|E1522|9|1|0|7|6|10|11|84|13|60|2|0|0|34|20|0|0|0|0|248|2024|4|25|14|4|20|1|N
15|22|2763|C|3|0|U|623|58|32|146|E1522|61|0|201|11|20|11|10|69|18|41|6|4|0|11|18|0|0|0|0|420|2024|4|25|14|2|3|4|N
15|22|2851|B|1|0|U|382|58|30|146|E1522|28|0|161|2|2|6|16|1|13|50|2|0|2|21|0|0|0|0|0|276|2024|4|25|14|5|11|4|N
2|2|231|C|1|0|U|397|2|4|5|E0202|37|22|103|3|0|8|25|81|8|0|1|0|0|0|0|0|0|0|0|251|2024|4|25|14|4|29|4|N
2|2|538|C|1|0|U|691|2|4|5|E0202|67|0|122|0|0|8|27|15|6|20|3|1|0|0|0|0|0|0|5|207|2024|4|25|12|51|33|4|N
30|5|3130|C|1|0|U|527|132|5|276|E3005|14|152|0|0|0|29|14|60|45|0|9|6|2|35|0|3|0|0|15|370|2024|4|25|14|2|13|4|N
2|8|1183|C|3|0|U|582|4|13|11|E0208|35|136|100|14|15|7|19|1|6|16|0|0|0|19|15|0|0|0|0|348|2024|4|25|11|13|47|4|N
2|8|1200|C|1|0|U|692|4|12|11|E0208|97|146|207|7|40|23|0|20|5|0|2|2|4|2|4|2|0|2|0|466|2024|4|25|13|24|14|4|N
24|2|1865|C|3|0|U|605|35|10|235|E2402|42|9|75|44|0|8|37|154|2|0|1|0|4|0|0|0|0|1|41|376|2024|4|25|13|59|22|4|N
30|6|2374|B|1|0|U|625|104|6|277|E3006|112|5|92|1|11|9|59|111|0|46|4|0|0|26|3|0|0|0|21|388|2024|4|25|13|59|2|4|N
30|6|2377|C|1|0|R|559|104|6|277|E3006|115|47|42|0|1|0|9|87|1|27|3|0|1|2|4|0|0|0|12|236|2024|4|25|13|56|52|4|N
15|27|2490|C|4|0|U|700|55|35|151|E1527|42|98|1|0|0|25|17|87|17|20|0|2|0|12|102|3|0|2|34|420|2024|4|25|14|5|12|4|N
3|2|423|C|1|0|U|491|4|7|14|E0302|25|6|44|8|0|2|38|120|2|0|2|0|0|0|0|0|0|0|35|257|2024|4|25|11|41|23|4|N
9|4|2849|C|1|0|U|553|7|28|52|E0904|127|57|70|4|17|13|0|76|14|19|3|1|2|12|0|0|0|2|0|290|2024|4|25|12|36|14|4|N
9|4|2879|B|1|0|U|613|7|28|52|E0904|123|117|32|0|27|9|0|63|14|0|0|0|0|48|14|3|0|2|7|336|2024|4|25|13|49|57|4|N
9|4|5594|C|2|0|U|693|7|31|52|E0904|38|72|69|13|9|3|11|106|30|38|0|0|2|34|27|0|0|0|0|414|2024|4|25|13|55|11|4|N
20|10|2176|B|1|0|M|684|508|24|207|E2010|73|96|30|7|11|0|6|157|13|0|0|0|0|0|0|0|0|1|12|333|2024|4|25|11|50|53|4|N
14|11|725|C|1|0|U|540|41|11|115|E1411|25|62|14|56|12|0|18|160|0|35|1|5|5|0|0|1|0|2|16|387|2024|4|25|12|16|42|4|N
22|6|857|C|3|0|U|632|14|3|229|E2206|58|36|77|0|8|30|2|7|11|38|2|0|1|23|26|0|0|0|9|270|2024|4|25|10|38|16|4|N
19|14|201|C|1|0|R|511|9|26|197|E1914|75|0|36|9|0|14|77|198|8|24|6|0|2|3|0|0|0|4|0|381|2024|4|25|12|20|36|4|N
19|14|241|C|1|0|U|465|13|11|197|E1914|101|0|96|0|19|0|11|157|0|31|3|1|2|9|6|0|0|0|13|348|2024|4|25|13|36|42|4|N
8|9|54|B|1|0|M|562|3|20|48|E0809|3|115|30|0|28|3|10|0|14|1|4|1|2|13|14|1|0|0|5|241|2024|4|25|13|56|57|4|N
21|10|1697|B|1|0|U|679|127|21|217|E2110|127|25|146|12|20|2|13|0|30|1|12|4|0|30|39|0|0|0|11|345|2024|4|25|12|22|19|4|N
31|6|437|B|1|0|U|474|50|4|296|E3106|51|0|0|0|27|0|0|183|0|0|5|0|0|1|24|0|0|0|4|244|2024|4|25|13|48|15|4|N
31|6|449|B|1|0|U|636|50|4|296|E3106|62|43|48|0|16|12|0|133|0|11|0|0|1|6|44|0|0|0|32|346|2024|4|25|11|47|37|4|N
32|3|953|B|1|0|U|525|32|9|299|E3203|59|46|40|2|19|28|30|34|8|8|2|1|0|4|11|0|0|2|7|242|2024|4|25|11|17|37|4|N
